Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Office,2025 Q3,All,2025 Q2,Washington - DC USA - North Rockville,13993477,30.64,-397939,-128330,20.7504108548164%,175
Office,2025 Q3,All,2025 Q2,Washington - DC USA - North Silver Spring/Rt 29,4299442,28.5,-3569,-1617,8.99077132344246%,93
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Northeast,2418181,35.74,-5451,-12148,5.08171208202839%,164
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Northeast/Southeast (Cluster),4051447,36.78,44841,-12951,4.8587579280138%,281
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Oakton,1669925,27.16,-3956,-635,29.1826277971268%,28
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Old Town Alexandria,10333936,36.42,-36124,-73681,15.2695640921593%,560
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Outlying Montgmery Cnty E (Cluster),708995,33.61,10023,-257,5.31259030103683%,75
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Outlying Montgmery Cnty E,708995,33.61,10023,-257,5.31259030103683%,75
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Outlying Montgmery Cnty W (Cluster),1158081,38.24,1566,-489,3.65829318761826%,37
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Outlying Montgmery Cnty W,1158081,38.24,1566,-489,3.65829318761826%,37
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Outlying PG County South (Cluster),202245,31.7,-707,-69,0.315458979457617%,21
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Outlying PG County South,202245,31.7,-707,-69,0.315458979457617%,21
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Pennsylvania Ave Corridor,947972,27.79,678,-380,2.68035344779491%,96
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Pentagon City,3958853,50.3,-17792,-3619,16.4746701717377%,8
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Quantico Marine Base (Cluster),575793,30.63,-7204,-218,2.42899786680937%,9
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Quantico Marine Base,575793,30.63,-7204,-218,2.42899786680937%,9
Office,2025 Q3,All,2025 Q2,Washington - DC USA - R-B Corridor (Cluster),26829497,41.88,19480,336904,23.2394739985466%,165
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Reston,22163887,35.57,60087,-201816,23.0763584375381%,217
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Rockville,10820491,31.41,-141536,-53003,19.7600275278091%,220
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Rosslyn,9841506,44.6,-60941,-1459,19.6898117661476%,38
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Route 28 Corridor North,9040400,27.08,24159,-6261,11.7429979145527%,162
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Route 28 Corridor South,14532765,28.92,94178,-6065,12.5746682286263%,173
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Route 29/I-66 Corridor,3263793,29.17,97554,-1329,4.80686128139496%,154
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Route 7 Corridor,4148413,31.27,-7311,66038,8.26646238565445%,85
Office,2025 Q3,All,2025 Q2,Washington - DC USA - S Prince George's County (Cluster),5042506,29.67,-87016,-2811,7.93301984667778%,327
Office,2025 Q3,All,2025 Q2,Washington - DC USA - SE Fairfax County (Cluster),8853100,30.64,142296,26423,13.0874380469322%,284
Office,2025 Q3,All,2025 Q2,Washington - DC USA - SE Montgomery County (Cluster),13987025,29.96,-259599,-5467,15.4493182897568%,382
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Shaw,985197,45.23,-9549,-474,5.11116050183773%,54
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Silver Spring,7517574,30.76,-272470,-2896,21.2078124284744%,177
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Southeast,1633266,38.32,50292,-803,4.52865622937679%,117
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Southwest,12938490,51.17,-481134,-541748,15.7024279236794%,45
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Spotsylvania County,2553401,27.61,-33498,7767,6.48628994822502%,256
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Springfield/Burke,7737650,31.18,140926,26903,12.90063560009%,222
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Stafford County,4290651,29.76,54266,-1667,7.30548799037933%,200
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Suburban (Location Type),198126748,29.7,-1328074,-135702,13.9557689428329%,7100
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Tysons Corner,31258119,38.67,93163,-16022,19.8597073554993%,202
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Uptown (Cluster),17665323,44.35,19371,-7363,15.3411522507668%,811
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Uptown,8348353,42.4,-9253,-3683,15.7816633582115%,328
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Urban (Location Type),172410594,38.31,-652144,-3895,20.560248196125%,3283
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Vienna,1955446,31.14,-801,24586,22.1229329705238%,100
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Virginia Square,2052133,40.29,291545,344168,10.2821305394173%,28
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Warren County (Cluster),639344,26.1,728,-205,4.39825803041458%,105
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Warren County,639344,26.1,728,-205,4.39825803041458%,105
Office,2025 Q3,All,2025 Q2,Washington - DC USA - West End,4930150,50.87,-16476,-2062,16.6775658726692%,37
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Woodbridge/I-95 Corridor (Cluster),3833037,28.51,-57565,-1572,7.14879631996155%,294
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Woodbridge/I-95 Corridor,3833037,28.51,-57565,-1572,7.14879631996155%,294
Office,2025 Q3,All,2025 Q2,Waterloo-Cedar Falls - IA USA - Suburban (Location Type),990601,15.31,-2847,-217,10.1159803569317%,60
Office,2025 Q3,All,2025 Q2,Watertown-Fort Drum - NY USA - Jefferson County,2718984,18.05,-1133,-436,0.532367965206504%,204
Office,2025 Q3,All,2025 Q2,Watertown-Fort Drum - NY USA - Suburban (Location Type),2718984,18.05,-1133,-436,0.532367965206504%,204
Office,2025 Q3,All,2025 Q2,Watertown-Fort Drum - NY USA - Watertown (Cluster),2718984,18.05,-1133,-436,0.532367965206504%,204
Office,2025 Q3,All,2025 Q2,Wausau - WI USA - Suburban (Location Type),639771,14.78,-34094,-157,8.2807756960392%,20
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Airport (Cluster),306510,18.59,27014,-70,2.70953644067049%,20
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Airport,306510,18.59,27014,-70,2.70953644067049%,20
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Andover/East (Cluster),351774,22.37,-16877,-91,8.10037106275558%,37
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Andover/East,351774,22.37,-16877,-91,8.10037106275558%,37
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Augusta/El Dorado (Cluster),252084,17.41,3360,-45,5.3077545017004%,43
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Augusta/El Dorado,252084,17.41,3360,-45,5.3077545017004%,43
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - CBD (Location Type),9256010,17.57,22738,-30175,8.69274139404297%,456
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Derby/Haysville/Mulvane (Cluster),513745,16.82,17148,-86,0.0914850737899542%,104
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Derby/Haysville/Mulvane,513745,16.82,17148,-86,0.0914850737899542%,104
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Downtown (Cluster),9256010,17.57,22738,-30175,8.69274139404297%,456
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Downtown,9256010,17.57,22738,-30175,8.69274139404297%,456
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Goddard/West (Cluster),1232250,19.11,-24325,-267,5.42446747422218%,134
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Goddard/West,1232250,19.11,-24325,-267,5.42446747422218%,134
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - McConnell AFB/Southeast (Cluster),1119396,15.96,-21354,-275,3.16206254065037%,17
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - McConnell AFB/Southeast,1119396,15.96,-21354,-275,3.16206254065037%,17
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - NE Sedgwick County (Cluster),70854,22.08,-77,-17,0.0846811744850129%,6
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - NE Sedgwick County,70854,22.08,-77,-17,0.0846811744850129%,6
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Newton/Hesston (Cluster),371287,19.12,-5134,-79,1.36174978688359%,39
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Newton/Hesston,371287,19.12,-5134,-79,1.36174978688359%,39
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Northeast (Cluster),8997044,21.16,114732,834,4.50982563197613%,522
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Northeast,8997044,21.16,114732,834,4.50982563197613%,522
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Northwest (Cluster),901783,16.44,5776,-167,0.992145575582981%,124
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Northwest,901783,16.44,5776,-167,0.992145575582981%,124
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Outlying Butler County (Cluster),165083,19.37,-186,-37,0.0902576255612075%,14
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Outlying Butler County,165083,19.37,-186,-37,0.0902576255612075%,14
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Outlying Harvey County (Cluster),11376,17.67,1807,-2,0.0791139260400087%,4
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Outlying Harvey County,11376,17.67,1807,-2,0.0791139260400087%,4
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Outlying Sedgwick County (Cluster),528277,23.42,-1180,-127,3.04007176309824%,41
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Outlying Sedgwick County,528277,23.42,-1180,-127,3.04007176309824%,41
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Park City/North (Cluster),99490,19.8,7691,6977,0.0864408502820879%,19
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Park City/North,99490,19.8,7691,6977,0.0864408502820879%,19
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Southeast (Cluster),2721901,17.09,-6220,-598,10.052827000618%,213
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Southeast,2721901,17.09,-6220,-598,10.052827000618%,213
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Southwest (Cluster),955142,17.56,254,-19269,0.212638545781374%,116
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Southwest,955142,17.56,254,-19269,0.212638545781374%,116
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Suburban (Location Type),18721206,19.51,105189,-13339,4.61925379931927%,1480
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Sumner County (Cluster),123210,17.59,2760,-20,0.0925249594729394%,27
Office,2025 Q3,All,2025 Q2,Wichita - KS USA - Sumner County,123210,17.59,2760,-20,0.0925249594729394%,27
Office,2025 Q3,All,2025 Q2,Wichita Falls - TX USA - Suburban (Location Type),2931607,15.14,36575,-277,9.82631742954254%,205
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Airport (Cluster),364793,21.15,-3016,-53,2.05321926623583%,53
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Airport,364793,21.15,-3016,-53,2.05321926623583%,53
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Carolina Beach (Cluster),102247,25.06,-839,-9,0.811759755015373%,29
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Carolina Beach,102247,25.06,-839,-9,0.811759755015373%,29
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Castle Hayne (Cluster),56454,22.8,-20070,-7,35.5386674404144%,8
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Castle Hayne,56454,22.8,-20070,-7,35.5386674404144%,8
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Downtown  (Cluster),2161514,24.97,-26899,-347,2.49417778104544%,237
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Downtown,2161514,24.97,-26899,-347,2.49417778104544%,237
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - East Pender County (Cluster),389251,23.44,2500,7963,2.09813211113214%,112
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - East Pender County,389251,23.44,2500,7963,2.09813211113214%,112
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Hospital/Independence (Cluster),2683936,24.4,37871,20530,0.824013724923134%,253
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Hospital/Independence,2683936,24.4,37871,20530,0.824013724923134%,253
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Landfall (Cluster),1983718,28.96,-46360,-403,2.81421057879925%,93
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Landfall,1983718,28.96,-46360,-403,2.81421057879925%,93
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Market Sreet Corridor (Cluster),511469,21.51,-3522,-69,3.75721678137779%,107
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Market Street Corridor,511469,21.51,-3522,-69,3.75721678137779%,107
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Midtown (Cluster),2304785,24.27,-6647,-331,1.53081519529223%,321
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Midtown,2304785,24.27,-6647,-331,1.53081519529223%,321
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Monkey Junction (Cluster),292994,27.68,473,-53,1.08329867944121%,31
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Monkey Junction,292994,27.68,473,-53,1.08329867944121%,31
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - New Hanover Outlying (Cluster),32425,23.92,-62,-4,0.178874330595136%,8
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - New Hanover Outlying,32425,23.92,-62,-4,0.178874330595136%,8
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Ogden/Porters Neck (Cluster),280354,25.67,-1845,-46,3.10250613838434%,42
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Ogden/Porters Neck,280354,25.67,-1845,-46,3.10250613838434%,42
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Port (Cluster),297858,24.08,-579,-47,0.178608600981534%,38
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Port,297858,24.08,-579,-47,0.178608600981534%,38
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Suburban (Location Type),9639428,25.19,-42630,27440,1.96680761873722%,1175
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Urban (Location Type),2161514,24.97,-26899,-347,2.49417778104544%,237
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - West Pender County (Cluster),254928,25.78,-375,-18,3.13421823084354%,69
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - West Pender County,254928,25.78,-375,-18,3.13421823084354%,69
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Wrightsville Beach (Cluster),84216,28.17,-159,-13,0.173363729845732%,11
Office,2025 Q3,All,2025 Q2,Wilmington - NC USA - Wrightsville Beach,84216,28.17,-159,-13,0.173363729845732%,11
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Frederick County (Cluster),1332967,22.36,1640,-219,6.1879251152277%,96
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Frederick County,1332967,22.36,1640,-219,6.1879251152277%,96
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Hampshire County (Cluster),59553,18.13,-62,-9,0.0889963586814702%,11
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Hampshire County,59553,18.13,-62,-9,0.0889963586814702%,11
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Suburban (Location Type),1392520,22.18,1578,-228,5.92709630727768%,107
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Urban (Location Type),2273144,18.67,11074,-363,3.56114692986012%,198
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Winchester City (Cluster),2273144,18.67,11074,-363,3.56114692986012%,198
Office,2025 Q3,All,2025 Q2,Winchester - VA USA - Winchester City,2273144,18.67,11074,-363,3.56114692986012%,198
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - CBD (Location Type),7691121,19.89,-327313,-1584,12.294514477253%,221
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Clemmons,780221,17.55,1961,-152,7.03595504164696%,71
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Davidson County (Cluster),1973828,15.78,8734,-280,10.1314298808575%,345
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Davie County (Cluster),661946,17.14,16020,6842,1.902118884027%,100
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Davie County,661946,17.14,16020,6842,1.902118884027%,100
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Forsyth County (Cluster),22068812,18.25,-812583,-4191,10.0941456854343%,1359
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Kernersville,1057989,17.88,-4958,-172,2.87054032087326%,156
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - NE Forsyth County,806277,14.32,-1433,-143,1.1399308219552%,65
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - North Davidson County,896327,15.41,981,-146,20.5476343631744%,119
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - NW Forsyth County,3729912,16.2,-477026,-712,23.4061017632484%,164
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - SE Forsyth County,658997,16.81,6774,-131,0.150987028609961%,39
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - South Davidson County,1077501,16.08,7753,-134,1.46663440391421%,226
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - South Forsyth County,6468290,18.4,-14917,-1149,4.60879132151604%,530
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Stokes County (Cluster),130102,16.26,801,-13,3.69402468204498%,35
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Stokes County,130102,16.26,801,-13,3.69402468204498%,35
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Suburban (Location Type),17416728,17.18,-463676,3915,8.6318276822567%,1684
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Western Forsyth County,876005,17.39,4329,-148,1.76745560020208%,113
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Winston-Salem CBD,7691121,19.89,-327313,-1584,12.294514477253%,221
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Yadkin County (Cluster),273161,16.65,-3961,-27,1.44090848043561%,66
Office,2025 Q3,All,2025 Q2,Winston-Salem - NC USA - Yadkin County,273161,16.65,-3961,-27,1.44090848043561%,66
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Fitchburg/Leominster,3086596,19.74,20142,14868,3.06859072297812%,215
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Outlying Worcester,6485006,21.54,65590,58969,5.40349520742893%,634
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Suburban (Location Type),33853083,23.06,-224080,75497,9.44523140788078%,1856
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - The Boroughs,8362451,25.43,-8373,-1720,21.5425476431847%,210
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Windham County (Cluster),1720209,19.82,25656,29752,3.25100049376488%,184
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Windham County,1720209,19.82,25656,29752,3.25100049376488%,184
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Worcester (Cluster),32132874,23.23,-249736,45745,9.77683514356613%,1672
Office,2025 Q3,All,2025 Q2,Worcester - MA USA - Worcester Metro,14198821,23.47,-327095,-26372,6.30306527018547%,613
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Grandview/Sunnyside (Cluster),412937,20.21,-87,-29,0.364220212213695%,29
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Grandview/Sunnyside,412937,20.21,-87,-29,0.364220212213695%,29
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Greater Yakima (Cluster),3284513,19.13,7400,-156,1.42617793753743%,486
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Greater Yakima,3284513,19.13,7400,-156,1.42617793753743%,486
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Outlying Yakima County (Cluster),461548,20.06,15641,-26,2.18460485339165%,53
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Outlying Yakima County,461548,20.06,15641,-26,2.18460485339165%,53
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Suburban (Location Type),4348438,19.31,21237,-222,1.42000410705805%,598
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Union Gap (Cluster),189440,18.53,-1717,-11,1.7514780163765%,30
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Union Gap,189440,18.53,-1717,-11,1.7514780163765%,30
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Urban (Location Type),1388156,18.37,24091,-109,4.16322089731693%,95
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Yakima CBD (Cluster),1388156,18.37,24091,-109,4.16322089731693%,95
Office,2025 Q3,All,2025 Q2,Yakima - WA USA - Yakima CBD,1388156,18.37,24091,-109,4.16322089731693%,95
Office,2025 Q3,All,2025 Q2,York - PA USA - Suburban (Location Type),10702295,19.8,-4149,-1697,3.03394738584757%,929
Office,2025 Q3,All,2025 Q2,York - PA USA - York County,10702295,19.8,-4149,-1697,3.03394738584757%,929
Office,2025 Q3,All,2025 Q2,York - PA USA - York/Hanover (Cluster),10702295,19.8,-4149,-1697,3.03394738584757%,929
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Austintown (Cluster),864946,14.5,-3028,-160,3.00804898142815%,128
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Austintown,864946,14.5,-3028,-160,3.00804898142815%,128
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Boardman (Cluster),2302642,14.8,-18257,-505,2.20642201602459%,227
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Boardman,2302642,14.8,-18257,-505,2.20642201602459%,227
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Downtown Warren (Cluster),1110223,14.17,9707,-243,0.535748200491071%,110
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Downtown Warren,1110223,14.17,9707,-243,0.535748200491071%,110
Office,2025 Q3,All,2025 Q2,Youngstown - OH USA - Downtown Youngstown (Cluster),2532626,13.92,-64763,-644,10.9681412577629%,61
