Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Bristol City County (Cluster),724416,18.78,-40175,-114,23.7116515636444%,67
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Bristol City County,724416,18.78,-40175,-114,23.7116515636444%,67
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - CBD (Location Type),483592,16.88,4248,-91,0.160672632046044%,39
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Downtown Bristol (Cluster),483592,16.88,4248,-91,0.160672632046044%,39
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Downtown Bristol,483592,16.88,4248,-91,0.160672632046044%,39
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Downtown Kingsport (Cluster),2108870,18.13,-2898,-377,3.71587611734867%,106
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Downtown Kingsport,2108870,18.13,-2898,-377,3.71587611734867%,106
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Hawkins County (Cluster),260551,16.78,-451,-38,2.07752026617527%,54
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Hawkins County,260551,16.78,-451,-38,2.07752026617527%,54
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Scott County (Cluster),197911,17.8,-355,-34,0.162194122094661%,24
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Scott County,197911,17.8,-355,-34,0.162194122094661%,24
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Suburban (Location Type),6357308,18.83,-83092,-1039,5.31276762485504%,619
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Sullivan County (Cluster),4073307,19.08,-38748,-686,3.38857360184193%,346
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Sullivan County,4073307,19.08,-38748,-686,3.38857360184193%,346
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Urban (Location Type),2108870,18.13,-2898,-377,3.71587611734867%,106
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Washington County (Cluster),1101123,18.57,-3363,-167,2.01766733080149%,128
Office,2025 Q3,All,2025 Q2,Kingsport - TN USA - Washington County,1101123,18.57,-3363,-167,2.01766733080149%,128
Office,2025 Q3,All,2025 Q2,Kingston - NY USA - Suburban (Location Type),1653025,25.85,-523,-245,1.37886600568891%,145
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Anderson County (Cluster),3409862,20.55,-4446,-566,2.99381613731384%,305
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Anderson County,3409862,20.55,-4446,-566,2.99381613731384%,305
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Bearden/Papermill/W Town (Cluster),5980377,24.14,99546,82943,3.6239355802536%,473
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Bearden/Papermill/W Town,5980377,24.14,99546,82943,3.6239355802536%,473
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Blount County (Cluster),3403801,22.99,60076,-553,1.47893484681845%,380
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Blount County,3403801,22.99,60076,-553,1.47893484681845%,380
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Campbell Station/Farragut (Cluster),1065349,25.21,46656,46972,6.2156155705452%,91
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Campbell Station/Farragut,1065349,25.21,46656,46972,6.2156155705452%,91
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - CBD (Location Type),5576034,23.02,17415,-1202,1.5345674008131%,163
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Cedar Bluff/Walker Spgs (Cluster),3019847,22.09,-176003,-587,10.8752526342869%,176
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Cedar Bluff/Walker Spgs,3019847,22.09,-176003,-587,10.8752526342869%,176
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Downtown (Cluster),5576034,23.02,17415,-1202,1.5345674008131%,163
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Downtown,5576034,23.02,17415,-1202,1.5345674008131%,163
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - East (Cluster),287015,18.01,-1104,-35,2.32357196509838%,57
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - East,287015,18.01,-1104,-35,2.32357196509838%,57
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Loudon County (Cluster),972855,23.28,6196,-127,3.70075702667236%,165
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Loudon County,972855,23.28,6196,-127,3.70075702667236%,165
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - North/Broadway (Cluster),4770180,20.94,31490,4317,1.45317371934652%,610
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - North/Broadway,4770180,20.94,31490,4317,1.45317371934652%,610
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - North/Emory Road (Cluster),689363,23.89,18055,-113,0.156376243103296%,75
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - North/Emory Road,689363,23.89,18055,-113,0.156376243103296%,75
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Pellissippi/Lovell (Cluster),5546696,23.19,82427,-1046,3.96010540425777%,357
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Pellissippi/Lovell,5546696,23.19,82427,-1046,3.96010540425777%,357
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - South (Cluster),1837428,20.83,-36215,-288,2.74563133716583%,197
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - South,1837428,20.83,-36215,-288,2.74563133716583%,197
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Suburban (Location Type),31147359,22.5,126408,130901,3.68317253887653%,2924
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Union County (Cluster),164586,20.9,-270,-16,0.154326611664146%,38
Office,2025 Q3,All,2025 Q2,Knoxville - TN USA - Union County,164586,20.9,-270,-16,0.154326611664146%,38
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - CBD (Cluster),1751417,19.51,43331,-293,3.67416776716709%,152
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - CBD,1751417,19.51,43331,-293,3.67416776716709%,152
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - Greater Lafayette (Cluster),8450551,20.64,152490,-1517,1.40742305666208%,610
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - Greater Lafayette,8450551,20.64,152490,-1517,1.40742305666208%,610
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - Outlying Lafayette Parish (Cluster),634264,21.33,-35786,13264,7.73510709404945%,92
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - Outlying Lafayette Parish,634264,21.33,-35786,13264,7.73510709404945%,92
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - St Martin Parish (Cluster),138595,18.9,448,-16,0.748223252594471%,35
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - St Martin Parish,138595,18.9,448,-16,0.748223252594471%,35
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - Suburban (Location Type),9223410,20.66,117152,11731,1.83265190571547%,737
Office,2025 Q3,All,2025 Q2,Lafayette - LA USA - Urban (Location Type),1751417,19.51,43331,-293,3.67416776716709%,152
Office,2025 Q3,All,2025 Q2,Lafayette-West Lafayette - IN USA - Lafayette  (Cluster),1621416,16.65,-19945,-370,6.34574964642525%,107
Office,2025 Q3,All,2025 Q2,Lafayette-West Lafayette - IN USA - Suburban (Location Type),1859653,17.25,-20313,-428,5.71085028350353%,114
Office,2025 Q3,All,2025 Q2,Lake Charles - LA USA - Suburban (Location Type),960783,25.31,-6157,-250,1.41186928376555%,99
Office,2025 Q3,All,2025 Q2,Lakeland - FL USA - Polk County (Cluster),14698673,27.78,41204,6932,4.01815176010132%,1778
Office,2025 Q3,All,2025 Q2,Lakeland - FL USA - Polk County,14698673,27.78,41194,6932,4.01821993291378%,1778
Office,2025 Q3,All,2025 Q2,Lakeland - FL USA - Suburban (Location Type),14698673,27.78,41204,6932,4.01815176010132%,1778
Office,2025 Q3,All,2025 Q2,Lancaster - PA USA - Lancaster (Cluster),17214732,20.58,79437,-13776,3.4975565969944%,1288
Office,2025 Q3,All,2025 Q2,Lancaster - PA USA - Lancaster County,17214732,20.58,79437,-13776,3.4975565969944%,1288
Office,2025 Q3,All,2025 Q2,Lancaster - PA USA - Suburban (Location Type),17214732,20.58,79437,-13776,3.4975565969944%,1288
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Central Lansing,12081117,18.52,-56365,-2860,4.95454184710979%,592
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Clinton County (Cluster),593732,15.95,-10417,-99,4.24467623233795%,109
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - East Lansing,6026941,19.22,-72047,-1522,9.36959534883499%,417
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Eaton County (Cluster),1422802,16.3,10087,-295,1.5849007293582%,152
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Ingham County (Cluster),1362548,19.13,-15775,-299,1.51040554046631%,106
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Lansing (Cluster),22008167,18.31,-82138,69287,6.76801055669785%,1307
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Mason/SE Ingham County,1104965,19.89,-502,-253,0.48408773727715%,68
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Outlying Clinton County,593732,15.95,-10417,-99,4.24467623233795%,109
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Outlying Eaton County,1422802,16.3,10087,-295,1.5849007293582%,152
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Southern Lansing,3900109,16.27,46274,73669,8.36517661809921%,298
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Suburban (Location Type),25387249,18.19,-98243,68594,6.13633655011654%,1674
Office,2025 Q3,All,2025 Q2,Lansing - MI USA - Williamston/Weberville,257583,15.86,-15273,-46,5.91304562985897%,38
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - CBD (Location Type),5132485,30.76,57697,300,11.1605584621429%,312
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Central East Las Vegas (Cluster),9304003,23.48,-179615,-2107,20.0735107064247%,652
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Central East Las Vegas,9304003,23.48,-179615,-2107,20.0735107064247%,652
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Central North Las Vegas (Cluster),2651992,27.75,-86141,-579,6.10258243978024%,149
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Central North Las Vegas,2651992,27.75,-86141,-579,6.10258243978024%,149
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Downtown Las Vegas (Cluster),5132485,30.76,57697,300,11.1605584621429%,312
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Downtown Las Vegas,5132485,30.76,57697,300,11.1605584621429%,312
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - North Las Vegas (Cluster),2567577,26.54,22986,9941,3.84720675647259%,221
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - North Las Vegas,2567577,26.54,22986,9941,3.84720675647259%,221
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Northwest Las Vegas (Cluster),11007145,31.16,194006,-2507,10.953975468874%,574
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Northwest Las Vegas,11007145,31.16,194006,-2507,10.953975468874%,574
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Outlying NE Clark County (Cluster),410451,22.85,2251,-83,9.47250723838806%,58
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Outlying NE Clark County,410451,22.85,2251,-83,9.47250723838806%,58
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Outlying S Clark County (Cluster),163786,21.76,-24704,-26,15.0690540671349%,27
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Outlying S Clark County,163786,21.76,-24704,-26,15.0690540671349%,27
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - SE Las Vegas/Henderson (Cluster),2117160,24.43,39876,-484,10.4066766798496%,164
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - SE Las Vegas/Henderson,2117160,24.43,39876,-484,10.4066766798496%,164
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - South Las Vegas (Cluster),13586725,30.64,2622,79474,9.65476259589195%,803
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - South Las Vegas,13586725,30.64,2620,79474,9.65477675199509%,803
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Southwest Las Vegas (Cluster),13313912,32.62,62853,-3185,7.00395181775093%,648
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Southwest Las Vegas,13313912,32.62,62853,-3185,7.00395181775093%,648
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - Suburban (Location Type),63488967,29.27,-140635,78571,10.2055855095387%,3854
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - West Las Vegas (Cluster),8366216,28.62,-174767,-1873,7.37831741571426%,558
Office,2025 Q3,All,2025 Q2,Las Vegas - NV USA - West Las Vegas,8366216,28.62,-174767,-1873,7.37831741571426%,558
Office,2025 Q3,All,2025 Q2,Lawrence - KS USA - Lawrence (Cluster),3332713,22.48,55306,-799,12.6011744141579%,303
Office,2025 Q3,All,2025 Q2,Lawrence - KS USA - Lawrence,3332713,22.48,55306,-799,12.6011744141579%,303
Office,2025 Q3,All,2025 Q2,Lawrence - KS USA - Suburban (Location Type),3332713,22.48,55306,-799,12.6011744141579%,303
Office,2025 Q3,All,2025 Q2,Lebanon - PA USA - Lebanon (Cluster),1955286,18.81,13876,-306,3.86536791920662%,230
Office,2025 Q3,All,2025 Q2,Lebanon - PA USA - Lebanon,1955286,18.81,13876,-306,3.86536791920662%,230
Office,2025 Q3,All,2025 Q2,Lebanon - PA USA - Suburban (Location Type),1955286,18.81,13876,-306,3.86536791920662%,230
Office,2025 Q3,All,2025 Q2,Lehigh Valley - PA USA - Lehigh Valley (Cluster),30151034,21.21,50363,33961,6.9370225071907%,1895
Office,2025 Q3,All,2025 Q2,Lehigh Valley - PA USA - Lehigh Valley,30151034,21.21,50363,33961,6.9370225071907%,1895
Office,2025 Q3,All,2025 Q2,Lehigh Valley - PA USA - Suburban (Location Type),32113686,21.22,81477,33701,6.71170577406883%,2158
Office,2025 Q3,All,2025 Q2,Lehigh Valley - PA USA - Warren County (Cluster),1962652,21.35,31114,-260,3.25029604136944%,263
Office,2025 Q3,All,2025 Q2,Lehigh Valley - PA USA - Warren County,1962652,21.35,31114,-260,3.25029604136944%,263
Office,2025 Q3,All,2025 Q2,Lewiston - ID USA - Asotin (Cluster),268897,22.96,11435,-15,1.01339919492602%,59
Office,2025 Q3,All,2025 Q2,Lewiston - ID USA - Asotin,268897,22.96,11435,-15,1.01339919492602%,59
Office,2025 Q3,All,2025 Q2,Lewiston - ID USA - Nez Perce (Cluster),901344,26.07,5427,-67,0.693297991529107%,115
Office,2025 Q3,All,2025 Q2,Lewiston - ID USA - Nez Perce,901344,26.07,5427,-67,0.693297991529107%,115
Office,2025 Q3,All,2025 Q2,Lewiston - ID USA - Suburban (Location Type),1170241,25.36,16862,-82,0.766850588843226%,174
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Bourbon County (Cluster),174841,17.75,-302,-26,0.157857709564269%,22
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Bourbon County,174841,17.75,-302,-26,0.157857709564269%,22
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Clark County (Cluster),588241,17.24,-3434,-90,1.89480166882277%,72
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Clark County,588241,17.24,-3434,-90,1.89480166882277%,72
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Downtown Lexington (Cluster),5350630,18.92,-108309,-980,9.37244743108749%,290
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Downtown Lexington,5350630,18.92,-108309,-980,9.37244743108749%,290
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - East Lexington/Fayette (Cluster),7736217,17.67,-6254,-1411,10.0479990243912%,416
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - East Lexington/Fayette,7736217,17.67,-6254,-1411,10.0479990243912%,416
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Jessamine County (Cluster),845524,19.08,605,-143,0.858639180660248%,78
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Jessamine County,845524,19.08,605,-143,0.858639180660248%,78
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Scott County (Cluster),637856,19.38,-8552,-108,2.01409086585045%,80
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Scott County,637856,19.38,-8552,-108,2.01409086585045%,80
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Suburban (Location Type),16930741,18.3,-49633,-3041,6.47167190909386%,1143
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Urban (Location Type),5350630,18.92,-108309,-980,9.37244743108749%,290
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - West Lexington/Fayette (Cluster),6481864,19.06,-34725,-1186,4.41391542553902%,426
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - West Lexington/Fayette,6481864,19.06,-34725,-1186,4.41391542553902%,426
Office,2025 Q3,All,2025 Q2,Lexington - KY USA - Woodford County,462492,17.03,3035,-77,0.157408125232905%,48
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - CBD (Location Type),6536665,18.71,88763,-1632,6.60076662898064%,126
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Downtown Lincoln (Cluster),6536665,18.71,88763,-1632,6.60076662898064%,126
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Downtown Lincoln,6536665,18.71,88763,-1632,6.60076662898064%,126
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - East (Cluster),2436883,20.06,-10830,-589,15.7655090093613%,134
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - East,2436883,20.06,-10830,-589,15.7655090093613%,134
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Far South (Cluster),3565043,23.33,55403,15615,3.3247284591198%,236
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Far South,3565043,23.33,55403,15615,3.3247284591198%,236
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - North Central (Cluster),3285746,21.21,-75089,11168,7.83931538462639%,119
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - North Central,3285746,21.21,-75089,11168,7.83931538462639%,119
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - North Lancaster County (Cluster),16570,20.03,-13,-2,0.066385034006089%,7
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - North Lancaster County,16570,20.03,-13,-2,0.066385034006089%,7
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Northeast (Cluster),706462,18.33,4935,-148,2.05446295440197%,79
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Northeast,706462,18.33,4935,-148,2.05446295440197%,79
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Seward County (Cluster),33778,20.35,-34,-6,0.0828941934742033%,8
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Seward County,33778,20.35,-34,-6,0.0828941934742033%,8
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - South (Cluster),1779099,20.52,10190,-403,2.92912311851978%,155
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - South,1779099,20.52,10190,-403,2.92912311851978%,155
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - South Lancaster County (Cluster),29388,19.87,-25,-2,0.0782632385380566%,9
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - South Lancaster County,29388,19.87,-25,-2,0.0782632385380566%,9
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - Suburban (Location Type),12399288,21.27,-26818,25496,6.76007345318794%,766
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - West (Cluster),546319,19.89,-11355,-137,2.05337908118963%,19
Office,2025 Q3,All,2025 Q2,Lincoln - NE USA - West,546319,19.89,-11355,-137,2.05337908118963%,19
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Airport (Cluster),262471,18.89,5443,-46,0.16382762696594%,16
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Airport,262471,18.89,5443,-46,0.16382762696594%,16
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - CBD (Location Type),12250879,18.5,-48341,-2333,12.7253159880638%,435
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Downtown (Cluster),12250879,18.5,-48341,-2333,12.7253159880638%,435
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Downtown,12250879,18.5,-48341,-2333,12.7253159880638%,435
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Faulkner County (Cluster),3380872,17.78,-31114,-535,6.58685117959976%,332
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Faulkner County,3380872,17.78,-31114,-535,6.58685117959976%,332
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Grant County (Cluster),39451,17.47,-56,-1,0.139413448050618%,15
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Grant County,39451,17.47,-56,-1,0.139413448050618%,15
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Lonoke County (Cluster),705541,17.88,5049,-72,0.141310004983097%,160
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Lonoke County,705541,17.88,5049,-72,0.141310004983097%,160
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Midtown (Cluster),6891763,19.65,-151199,-1388,9.47750210762024%,364
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Midtown,6891763,19.65,-151199,-1388,9.47750210762024%,364
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - North Little Rock (Cluster),3434089,17.91,5201,-529,4.19913418591022%,386
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - North Little Rock,3434089,17.91,5201,-529,4.19913418591022%,386
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Outlying Pulaski County (Cluster),3312225,18.05,2630,4249,5.79027682542801%,367
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Outlying Pulaski County,3312225,18.05,2630,4249,5.79027682542801%,367
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Perry County (Cluster),12424,16.5,-18,-1,0.136831938289106%,5
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Perry County,12424,16.5,-18,-1,0.136831938289106%,5
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Saline County (Cluster),1403537,18.6,20830,17805,1.19270104914904%,296
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Saline County,1403537,18.6,20830,17805,1.19270104914904%,296
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Southwest (Cluster),1433953,17.21,-3563,-242,3.07701863348484%,96
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Southwest,1433953,17.21,-3563,-242,3.07701863348484%,96
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - Suburban (Location Type),26664950,18.95,10180,18127,6.10143281519413%,2298
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - West (Cluster),5788624,20.58,156977,-1113,6.093555316329%,261
Office,2025 Q3,All,2025 Q2,Little Rock - AR USA - West,5788624,20.58,156977,-1113,6.093555316329%,261
Office,2025 Q3,All,2025 Q2,Logan - UT USA - Cache County (Cluster),2019701,22.05,7820,-188,2.67287082970142%,185
Office,2025 Q3,All,2025 Q2,Logan - UT USA - Cache County,2019701,22.05,7820,-188,2.67287082970142%,185
Office,2025 Q3,All,2025 Q2,Logan - UT USA - Franklin County (Cluster),34125,21.82,-94,-3,0.266666663810611%,5
Office,2025 Q3,All,2025 Q2,Logan - UT USA - Franklin County,34125,21.82,-94,-3,0.266666663810611%,5
Office,2025 Q3,All,2025 Q2,Logan - UT USA - Suburban (Location Type),2053826,22.04,7726,-191,2.63289101421833%,190
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Central Nassau,16126129,34.97,205337,-1628,8.71037319302559%,616
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Central Suffolk,11161376,26.89,153900,53384,6.15265555679798%,1170
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Eastern Nassau,14752250,32.74,-81748,-1465,13.1717801094055%,601
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Eastern Suffolk,4417049,37.47,-9226,-242,4.61335144937038%,771
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Nassau (Cluster),54528738,35.29,-175101,-288164,9.29333418607712%,2953
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Northern Nassau,1624407,32.2,72589,-95,5.4338600486517%,231
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Southeast Nassau,1871361,33.21,4588,-100,1.99795756489038%,304
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Southern Nassau,6443329,37.84,-1626,-457,5.29004484415054%,697
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Southwestern Suffolk,3675292,28.4,-9383,-206,3.91623303294182%,618
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Suburban (Location Type),97712211,32.72,271096,-234226,8.38507786393166%,6853
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Suffolk (Cluster),43173556,29.47,446209,53939,7.23983943462372%,3899
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Western Nassau,13711262,37.85,-374246,-284419,9.14030373096466%,504
Office,2025 Q3,All,2025 Q2,Long Island - NY USA - Western Suffolk,23919839,29.37,310918,1003,8.74281823635101%,1340
Office,2025 Q3,All,2025 Q2,Longview - WA USA - Cowlitz County (Cluster),1611396,21.46,-39052,-92,4.15925085544586%,206
Office,2025 Q3,All,2025 Q2,Longview - WA USA - Cowlitz County,1611396,21.46,-39052,-92,4.15925085544586%,206
Office,2025 Q3,All,2025 Q2,Longview - WA USA - Suburban (Location Type),1611396,21.46,-39052,-92,4.15925085544586%,206
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - 190th Street Corridor,3998311,34.74,23191,-2543,17.2489836812019%,65
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Antelope Valley (Cluster),4672786,30.74,-33498,-14395,4.96804267168045%,398
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Antelope Valley,4672786,30.74,-33498,-14395,4.96804267168045%,398
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Beach Cities/Palos Verdes,6478815,39.53,-38864,-3152,9.21585187315941%,550
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Beverly Hills,11443182,66.5,289905,-5692,15.9421563148499%,310
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Brentwood,4233433,50.96,-57096,-2022,23.1805488467216%,58
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Burbank,16277662,46.82,-419785,-8192,19.5926055312157%,659
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Burbank/Glendale/Pasadena (Cluster),50875114,42.02,-78822,-85731,15.930762887001%,2472
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Calabasas/Westlake Vill,7633961,35.55,-164240,-3668,17.5162017345428%,210
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - CBD (Location Type),81632531,41.91,-1152923,-1017015,21.5324088931084%,515
